File,Language,Transcription,Normalized Transcription
14-quick inhales_OH_gain@8+ws-190430_1439-016.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-017.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-018.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-019.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-020.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-021.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-022.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-023.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-024.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-025.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-026.wav,en,Huh?,Huh?
14-quick inhales_OH_gain@8+ws-190430_1439-027.wav,en,Oh!,Oh!
14-quick inhales_OH_gain@8+ws-190430_1439-028.wav,en,Huh?,Huh?
15-15_sighing_eh-200106_1557-001.wav,en,AHHHHH!,AHHHHH!
15-15_sighing_eh-200106_1557-002.wav,en,Thank you.,Thank you.
15-15_sighing_eh-200106_1557-003.wav,en,you,you
15-15_sighing_eh-200106_1557-004.wav,en,Thank you.,Thank you.
15-15_sighing_eh-200106_1557-005.wav,en,You,You
15-15_sighing_eh-200106_1557-006.wav,en,Thank you.,Thank you.
15-15_sighing_eh-200106_1557-007.wav,en,Thank you.,Thank you.
15-15_sighing_eh-200106_1557-008.wav,en,you,you
15-15_sighing_eh-200106_1557-009.wav,en,you,you
15-15_sighing_eh-200106_1557-010.wav,en,Huh.,Huh.
15-15_sighing_eh-200106_1557-011.wav,en,I'm sorry.,I'm sorry.
15-15_sighing_eh-200106_1557-012.wav,en,Ha!,Ha!
15-15_sighing_eh-200106_1557-013.wav,en,Thank you.,Thank you.
15-quick inhales_OO_gain@8+ws-190430_1441-001.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-002.wav,en,Whew!,Whew!
15-quick inhales_OO_gain@8+ws-190430_1441-003.wav,en,Ho!,Ho!
15-quick inhales_OO_gain@8+ws-190430_1441-004.wav,en,Who?,Who?
15-quick inhales_OO_gain@8+ws-190430_1441-005.wav,en,This is the end.,This is the end.
15-quick inhales_OO_gain@8+ws-190430_1441-006.wav,en,Hu!,Hu!
15-quick inhales_OO_gain@8+ws-190430_1441-007.wav,en,Ho!,Ho!
15-quick inhales_OO_gain@8+ws-190430_1441-008.wav,en,Who?,Who?
15-quick inhales_OO_gain@8+ws-190430_1441-009.wav,en,Hu!,Hu!
15-quick inhales_OO_gain@8+ws-190430_1441-010.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-011.wav,en,Ho!,Ho!
15-quick inhales_OO_gain@8+ws-190430_1441-012.wav,en,Oh!,Oh!
15-quick inhales_OO_gain@8+ws-190430_1441-013.wav,en,Ho!,Ho!
15-quick inhales_OO_gain@8+ws-190430_1441-014.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-015.wav,en,Heh.,Heh.
15-quick inhales_OO_gain@8+ws-190430_1441-016.wav,en,Who?,Who?
15-quick inhales_OO_gain@8+ws-190430_1441-017.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-018.wav,en,Heh.,Heh.
15-quick inhales_OO_gain@8+ws-190430_1441-019.wav,en,Huh?,Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-020.wav,en,Heh.,Heh.
15-quick inhales_OO_gain@8+ws-190430_1441-021.wav,en,H-h-h-h.,Hhhh.
15-quick inhales_OO_gain@8+ws-190430_1441-022.wav,en,Hee!,Hee!
15-quick inhales_OO_gain@8+ws-190430_1441-023.wav,en,Hee!,Hee!
15-quick inhales_OO_gain@8+ws-190430_1441-024.wav,en,Who?,Who?
15-quick inhales_OO_gain@8+ws-190430_1441-025.wav,en,Huh? Huh?,Huh? Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-026.wav,en,Huh? Huh?,Huh? Huh?
15-quick inhales_OO_gain@8+ws-190430_1441-027.wav,en,H-h-h-h.,Hhhh.
16-16_sighin_ee-200106_1559-001.wav,en,Ffff!,Ffff!
16-16_sighin_ee-200106_1559-002.wav,en,Yeah.,Yeah.
16-16_sighin_ee-200106_1559-003.wav,en,HMMM,HMMM
16-16_sighin_ee-200106_1559-004.wav,en,you,you
16-16_sighin_ee-200106_1559-005.wav,en,Hmm,Hmm
16-16_sighin_ee-200106_1559-006.wav,en,you,you
16-16_sighin_ee-200106_1559-007.wav,en,you,you
16-16_sighin_ee-200106_1559-008.wav,en,Thank you.,Thank you.
16-16_sighin_ee-200106_1559-009.wav,en,You,You
16-16_sighin_ee-200106_1559-010.wav,en,Thank you.,Thank you.
16-16_sighin_ee-200106_1559-011.wav,en,Hmm.,Hmm.
16-16_sighin_ee-200106_1559-012.wav,en,Phew.,Phew.
16-16_sighin_ee-200106_1559-013.wav,en,you,you
16-16_sighin_ee-200106_1559-014.wav,en,Thank you.,Thank you.
16-16_sighin_ee-200106_1559-015.wav,en,Thank you.,Thank you.
16-16_sighin_ee-200106_1559-016.wav,en,you,you
16-16_sighin_ee-200106_1559-017.wav,en,Hey!,Hey!
16-16_sighin_ee-200106_1559-018.wav,en,you,you
