File,Language,Transcription,Normalized Transcription
12-quick inhales_EH_gain@8+ws-190430_1436-003.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-004.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-005.wav,en,Ha!,Ha!
12-quick inhales_EH_gain@8+ws-190430_1436-006.wav,en,Huh?,Huh?
68-o_spoken_gain@8-190430_1631-001-001.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-001-002.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-001-003.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-001-004.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-001-005.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-001-006.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-001-007.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-002-001.wav,ja,お,お
68-o_spoken_gain@8-190430_1631-002-002.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-002-003.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-002-004.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-002-005.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-002-006.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-002-007.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-002-008.wav,en,Oh,Oh
68-o_spoken_gain@8-190430_1631-003-001.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-003-002.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-003-003.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-003-004.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-003-005.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-003-006.wav,en,Oh.,Oh.
68-o_spoken_gain@8-190430_1631-004-001.wav,ko,어?,어?
68-o_spoken_gain@8-190430_1631-004-002.wav,ja,ほっ,ほっ
68-o_spoken_gain@8-190430_1631-004-003.wav,en,Oh!,Oh!
68-o_spoken_gain@8-190430_1631-004-004.wav,ja,お!,お!
68-o_spoken_gain@8-190430_1631-004-005.wav,ja,お!,お!
68-o_spoken_gain@8-190430_1631-004-006.wav,en,Huh?,Huh?
68-o_spoken_gain@8-190430_1631-004-007.wav,en,Huh?,Huh?
71-190430_1634-001.wav,en,Huh?,Huh?
71-190430_1634-002.wav,en,Huh?,Huh?
71-190430_1634-003.wav,en,Ho!,Ho!
71-190430_1634-004.wav,en,Huh?,Huh?
71-190430_1634-005.wav,en,Oh!,Oh!
71-190430_1634-006.wav,en,Huh?,Huh?
71-190430_1634-007.wav,en,Huh?,Huh?
71-190430_1634-008.wav,en,Huh?,Huh?
71-190430_1634-009.wav,en,Huh?,Huh?
72-190430_1636-001-001.wav,en,P.,P.
72-190430_1636-001-002.wav,en,P.,P.
72-190430_1636-001-003.wav,en,P,P
72-190430_1636-001-004.wav,en,P,P
72-190430_1636-001-005.wav,en,P,P
72-190430_1636-001-006.wav,en,P,P
72-190430_1636-001-007.wav,en,P,P
72-190430_1636-002-001.wav,ko,봐,봐
72-190430_1636-002-002.wav,ko,파,파
72-190430_1636-002-003.wav,en,Bye.,Bye.
72-190430_1636-002-004.wav,ko,바! 바!,바! 바!
72-190430_1636-002-005.wav,ko,파,파
72-190430_1636-002-006.wav,ko,파,파
72-190430_1636-002-007.wav,ko,다,다
72-190430_1636-002-008.wav,ko,파!,파!
72-190430_1636-003-001.wav,en,Ah!,Ah!
72-190430_1636-003-002.wav,en,Huh?,Huh?
72-190430_1636-003-003.wav,ko,봐,봐
72-190430_1636-003-004.wav,en,Buh!,Buh!
72-190430_1636-003-005.wav,en,Puh!,Puh!
72-190430_1636-003-006.wav,en,Puh!,Puh!
72-190430_1636-004-001.wav,en,PAP!,PAP!
72-190430_1636-004-002.wav,ko,아!,아!
72-190430_1636-004-003.wav,en,PAP!,PAP!
72-190430_1636-004-004.wav,en,Puh!,Puh!
72-190430_1636-004-005.wav,en,Puh!,Puh!
72-190430_1636-004-006.wav,en,PAH!,PAH!
72-190430_1636-004-007.wav,en,BAH!,BAH!
72-190430_1636-004-008.wav,ko,빠!,빠!
76-q_spoken-190430_1639-001-001.wav,en,Q,Q
76-q_spoken-190430_1639-001-002.wav,en,Q,Q
76-q_spoken-190430_1639-001-003.wav,en,Q,Q
76-q_spoken-190430_1639-001-004.wav,en,Q,Q
76-q_spoken-190430_1639-001-005.wav,en,Q,Q
76-q_spoken-190430_1639-001-006.wav,en,Q,Q
76-q_spoken-190430_1639-001-007.wav,en,Q,Q
76-q_spoken-190430_1639-002-001.wav,zh,夸,夸
76-q_spoken-190430_1639-002-002.wav,zh,过,过
76-q_spoken-190430_1639-002-003.wav,ko,구워,구워
76-q_spoken-190430_1639-002-004.wav,ko,구워,구워
76-q_spoken-190430_1639-002-005.wav,ko,코와,코와
76-q_spoken-190430_1639-002-006.wav,zh,哭,哭
76-q_spoken-190430_1639-002-007.wav,zh,哭,哭
76-q_spoken-190430_1639-002-008.wav,ko,코!,코!
76-q_spoken-190430_1639-002-009.wav,ko,코!,코!
77-r_spoken_gain@8-190430_1644-01-001-001.wav,en,R.,R.
