File,Language,Transcription,Normalized Transcription
86-s_spoken_gain@8-190430_1656-002-009.wav,en,Sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,Sssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss
87-t_spoken_gain@8-190430_1657-001-001.wav,en,T,T
87-t_spoken_gain@8-190430_1657-001-002.wav,ko,T,T
87-t_spoken_gain@8-190430_1657-001-003.wav,ko,T,T
87-t_spoken_gain@8-190430_1657-001-004.wav,en,T,T
87-t_spoken_gain@8-190430_1657-001-005.wav,en,T,T
87-t_spoken_gain@8-190430_1657-002-001.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-002-002.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-002-003.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-002-004.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-002-005.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-003-001.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-003-002.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-003-003.wav,ko,치,치
87-t_spoken_gain@8-190430_1657-003-004.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-003-005.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-003-006.wav,en,Tch!,Tch!
87-t_spoken_gain@8-190430_1657-004-001.wav,en,you,you
87-t_spoken_gain@8-190430_1657-004-002.wav,en,TOO!,TOO!
87-t_spoken_gain@8-190430_1657-004-003.wav,en,you,you
87-t_spoken_gain@8-190430_1657-004-004.wav,en,TOO!,TOO!
87-t_spoken_gain@8-190430_1657-004-005.wav,en,you,you
87-t_spoken_gain@8-190430_1657-004-006.wav,en,Thank you.,Thank you.
91-u_spoken_gain@8-190430_1700-001-001.wav,en,you.,you.
91-u_spoken_gain@8-190430_1700-001-002.wav,en,You?,You?
91-u_spoken_gain@8-190430_1700-001-003.wav,en,you?,you?
91-u_spoken_gain@8-190430_1700-001-004.wav,en,You?,You?
91-u_spoken_gain@8-190430_1700-001-005.wav,en,you.,you.
91-u_spoken_gain@8-190430_1700-002-001.wav,ko,우,우
91-u_spoken_gain@8-190430_1700-002-002.wav,ko,우,우
91-u_spoken_gain@8-190430_1700-002-003.wav,ko,우,우
91-u_spoken_gain@8-190430_1700-002-004.wav,ko,우,우
91-u_spoken_gain@8-190430_1700-002-005.wav,ko,우,우
91-u_spoken_gain@8-190430_1700-002-006.wav,ko,우,우
91-u_spoken_gain@8-190430_1700-003-001.wav,en,ooo,ooo
91-u_spoken_gain@8-190430_1700-003-002.wav,en,Who?,Who?
91-u_spoken_gain@8-190430_1700-003-003.wav,en,Ooh.,Ooh.
91-u_spoken_gain@8-190430_1700-003-004.wav,en,Hmm.,Hmm.
91-u_spoken_gain@8-190430_1700-003-005.wav,en,O.,O.
91-u_spoken_gain@8-190430_1700-004-001.wav,en,H.,H.
91-u_spoken_gain@8-190430_1700-004-002.wav,en,Ha!,Ha!
91-u_spoken_gain@8-190430_1700-004-003.wav,en,Ha!,Ha!
91-u_spoken_gain@8-190430_1700-004-004.wav,en,Ha!,Ha!
91-u_spoken_gain@8-190430_1700-004-005.wav,en,Ha!,Ha!
91-u_spoken_gain@8-190430_1700-004-006.wav,en,BEEP!,BEEP!
91-u_spoken_gain@8-190430_1700-005-001.wav,ko,이,이
91-u_spoken_gain@8-190430_1700-005-002.wav,en,E.,E.
91-u_spoken_gain@8-190430_1700-005-003.wav,ja,う,う
91-u_spoken_gain@8-190430_1700-005-004.wav,en,Ehh.,Ehh.
91-u_spoken_gain@8-190430_1700-005-005.wav,en,Mm.,Mm.
91-u_spoken_gain@8-190430_1700-005-006.wav,ja,うっ,うっ
91-u_spoken_gain@8-190430_1700-005-007.wav,ja,うっ,うっ
91-u_spoken_gain@8-190430_1700-006-001.wav,en,Heh.,Heh.
91-u_spoken_gain@8-190430_1700-006-002.wav,en,Ehh!,Ehh!
91-u_spoken_gain@8-190430_1700-006-003.wav,en,Ehh!,Ehh!
91-u_spoken_gain@8-190430_1700-006-004.wav,en,Hey!,Hey!
91-u_spoken_gain@8-190430_1700-006-005.wav,en,Pfft!,Pfft!
91-u_spoken_gain@8-190430_1700-006-006.wav,en,Hee!,Hee!
91-u_spoken_gain@8-190430_1700-007-001.wav,ko,응?,응?
91-u_spoken_gain@8-190430_1700-007-002.wav,ko,이,이
91-u_spoken_gain@8-190430_1700-007-003.wav,ko,응?,응?
91-u_spoken_gain@8-190430_1700-007-004.wav,en,E,E
91-u_spoken_gain@8-190430_1700-007-005.wav,ko,응?,응?
91-u_spoken_gain@8-190430_1700-007-006.wav,en,E,E
91-u_spoken_gain@8-190430_1700-007-007.wav,ko,응?,응?
98-190430_1706-01-001-001.wav,en,V,V
98-190430_1706-01-001-002.wav,pt,V.,V.
98-190430_1706-01-001-003.wav,fr,Vy !,Vy !
98-190430_1706-01-001-004.wav,fr,Vy !,Vy !
98-190430_1706-01-001-005.wav,en,V,V
98-190430_1706-01-001-006.wav,pt,V.,V.
98-190430_1706-01-001-007.wav,pt,V.,V.
98-190430_1706-01-001-008.wav,fr,Vy !,Vy !
98-190430_1706-01-001-009.wav,en,V.,V.
