File,Language,Transcription,Normalized Transcription
18-quick exhales_EE_gain@8+ws-190430_1447-013.wav,en,you,you
18-quick exhales_EE_gain@8+ws-190430_1447-014.wav,en,you,you
18-quick exhales_EE_gain@8+ws-190430_1447-015.wav,en,Huh?,Huh?
18-quick exhales_EE_gain@8+ws-190430_1447-016.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-017.wav,en,HEE!,HEE!
18-quick exhales_EE_gain@8+ws-190430_1447-018.wav,en,you,you
18-quick exhales_EE_gain@8+ws-190430_1447-019.wav,en,HIT!,HIT!
18-quick exhales_EE_gain@8+ws-190430_1447-020.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-021.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-022.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-023.wav,en,HHH!,HHH!
18-quick exhales_EE_gain@8+ws-190430_1447-024.wav,en,Heh!,Heh!
18-quick exhales_EE_gain@8+ws-190430_1447-025.wav,en,H.,H.
18-quick exhales_EE_gain@8+ws-190430_1447-026.wav,en,Heh.,Heh.
18-quick exhales_EE_gain@8+ws-190430_1447-027.wav,en,Heh.,Heh.
18-quick exhales_EE_gain@8+ws-190430_1447-028.wav,en,Heh.,Heh.
19-19_chuckling_closed mouth-200106_1602-001.wav,en,Hahaha.,Hahaha.
19-19_chuckling_closed mouth-200106_1602-002.wav,en,Thank you for watching!,Thank you for watching!
19-19_chuckling_closed mouth-200106_1602-006.wav,en,Hahaha!,Hahaha!
19-19_chuckling_closed mouth-200106_1602-007.wav,en,Thank you.,Thank you.
19-19_chuckling_closed mouth-200106_1602-009.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
19-chuckling_open mouth-190516_1950-glued-001.wav,en,Ha ha ha!,Ha ha ha!
