File,Language,Transcription,Normalized Transcription
03-3_burps_ee - subproject-200106_1542-006.wav,en,I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead.,I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead. I'm dead.
03-regular breathing_mouth_max gain-190430_1408-001.wav,en,I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the,I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the first one. I'm going to start with the
03-regular breathing_mouth_max gain-190430_1408-002.wav,en,Pfft!,Pfft!
04-4_burps_oh-200106_1543-001.wav,en,Uh.,Uh.
04-4_burps_oh-200106_1543-002.wav,en,Oh!,Oh!
04-4_burps_oh-200106_1543-003.wav,en,Ugh. Ugh. Ugh. Ugh.,Ugh. Ugh. Ugh. Ugh.
04-4_burps_oh-200106_1543-004.wav,en,Uh.,Uh.
04-4_burps_oh-200106_1543-005.wav,en,Oh!,Oh!
04-4_burps_oh-200106_1543-006.wav,en,Uh.,Uh.
04-4_burps_oh-200106_1543-007.wav,en,Uh.,Uh.
04-4_burps_oh-200106_1543-008.wav,en,Oh!,Oh!
04-4_burps_oh-200106_1543-009.wav,en,Uh uh uh,Uh uh uh
04-4_burps_oh-200106_1543-010.wav,en,Oh! Oh! Oh! Oh! Oh!,Oh! Oh! Oh! Oh! Oh!
04-4_burps_oh-200106_1543-011.wav,en,Oh,Oh
04-4_burps_oh-200106_1543-012.wav,en,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh", "Oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh oh" 
04-4_burps_oh-200106_1543-013.wav,en,Uh oh. Uh oh.,Uh oh. Uh oh.
04-4_burps_oh-200106_1543-014.wav,en,Uh.,Uh.
04-regular breathing_mouth_gain @10  + windshield-190430_1412.wav,nn,1.5%,1.5%
05-5_burps_oo -200106_1544-001.wav,en,"Oh, oh, oh.","Oh, oh, oh."
05-5_burps_oo -200106_1544-002.wav,en,Oh,Oh
05-5_burps_oo -200106_1544-003.wav,en,Do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do-do,Dododododododododododododododododododododododododododododododododododododododododododododododododododododododododododododo
05-regular breathing_EE_mouth_gain @10  + windshield-190430_1415-01.wav,en,I'm going to do it.,I'm going to do it.
06-6_burps_consonants-200106_1545-001.wav,en,Thank you for watching!,Thank you for watching!
06-6_burps_consonants-200106_1545-002.wav,en,Thank you.,Thank you.
06-6_burps_consonants-200106_1545-003.wav,en,I'm sorry.,I'm sorry.
06-6_burps_consonants-200106_1545-004.wav,en,Thank you.,Thank you.
06-regular breathing_OO_mouth_gain @10  + windshield-190430_1418.wav,en,I'm going to do it.,I'm going to do it.
07-7_nose_crackle_long-200106_1545.wav,en,I'm going to do it.,I'm going to do it.
08-8_nose_crackle_short-200106_1546-001.wav,en,BOOM!,BOOM!
08-8_nose_crackle_short-200106_1546-002.wav,en,BOOM!,BOOM!
08-8_nose_crackle_short-200106_1546-003.wav,en,Buh!,Buh!
08-8_nose_crackle_short-200106_1546-004.wav,en,Thank you.,Thank you.
08-8_nose_crackle_short-200106_1546-005.wav,en,I'm sorry.,I'm sorry.
08-8_nose_crackle_short-200106_1546-006.wav,en,Oh,Oh
08-regular breathing_EH_mouth_gain @10  + windshield-190430_1425.wav,en,I'm going to do it.,I'm going to do it.
09-9_throat_gargle_dry-200106_1547.wav,en,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
09-swallowing_gain@9+ws-190430_1429-001.wav,en,you,you
09-swallowing_gain@9+ws-190430_1429-002.wav,nn,"구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 구독","구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 좋아요, 구독, 구독"
09-swallowing_gain@9+ws-190430_1429-003.wav,nn,💛,💛
09-swallowing_gain@9+ws-190430_1429-004.wav,nn,💛,💛
09-swallowing_gain@9+ws-190430_1429-005.wav,nn,💛,💛
09-swallowing_gain@9+ws-190430_1429-006.wav,nn,💛,💛
10-10_throat_gargle_water-200106_1549-001.wav,en,Thank you.,Thank you.
10-10_throat_gargle_water-200106_1549-002.wav,en,Thank you.,Thank you.
10-10_throat_gargle_water-200106_1549-003.wav,en,Thank you.,Thank you.
10-10_throat_gargle_water-200106_1549-004.wav,en,Who are you?,Who are you?
10-10_throat_gargle_water-200106_1549-005.wav,en,You,You
10-10_throat_gargle_water-200106_1549-006.wav,en,Thank you.,Thank you.
10-10_throat_gargle_water-200106_1549-007.wav,en,I'm going to be a little bit more careful.,I'm going to be a little bit more careful.
10-10_throat_gargle_water-200106_1549-008.wav,en,Thank you.,Thank you.
10-10_throat_gargle_water-200106_1549-009.wav,en,you,you
10-10_throat_gargle_water-200106_1549-010.wav,en,B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B,BBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB
10-10_throat_gargle_water-200106_1549-011.wav,en,Music,Music
10-10_throat_gargle_water-200106_1549-012.wav,en,Thank you for watching!,Thank you for watching!
10-swallowing_gain@10+ws-190430_1431-001.wav,nn,🤔,🤔
10-swallowing_gain@10+ws-190430_1431-002.wav,ko,MBC 뉴스 김,MBC 뉴스 김
102-w-190430_1709-001-001.wav,en,W.,W.
102-w-190430_1709-001-002.wav,en,W.,W.
102-w-190430_1709-001-003.wav,en,W,W
102-w-190430_1709-001-004.wav,en,W.,W.
102-w-190430_1709-001-005.wav,en,W.,W.
102-w-190430_1709-001-006.wav,en,W.,W.
102-w-190430_1709-002-001.wav,en,What?,What?
102-w-190430_1709-002-002.wav,en,What?,What?
102-w-190430_1709-002-003.wav,en,What?,What?
102-w-190430_1709-002-004.wav,en,What?,What?
102-w-190430_1709-002-005.wav,en,What?,What?
102-w-190430_1709-002-006.wav,ko,뭐?,뭐?
102-w-190430_1709-003-001.wav,ja,わっ,わっ
102-w-190430_1709-003-002.wav,en,Wuh!,Wuh!
102-w-190430_1709-003-003.wav,en,Wh-,Wh
102-w-190430_1709-003-004.wav,en,W-,W
102-w-190430_1709-003-005.wav,ja,おぉ,おぉ
102-w-190430_1709-003-006.wav,ja,わっ,わっ
102-w-190430_1709-003-007.wav,ja,わっ,わっ
102-w-190430_1709-004-001.wav,ko,와,와
102-w-190430_1709-004-002.wav,ko,와,와
102-w-190430_1709-004-003.wav,en,What?,What?
102-w-190430_1709-004-004.wav,en,What?,What?
102-w-190430_1709-004-005.wav,en,What?,What?
102-w-190430_1709-004-006.wav,en,What?,What?
102-w-190430_1709-004-007.wav,en,What?,What?
106-x-190430_1711-001-001.wav,en,X.,X.
106-x-190430_1711-001-002.wav,en,X.,X.
106-x-190430_1711-001-003.wav,en,X.,X.
106-x-190430_1711-001-004.wav,en,X.,X.
106-x-190430_1711-001-005.wav,en,X.,X.
106-x-190430_1711-001-006.wav,en,X.,X.
106-x-190430_1711-001-007.wav,en,X.,X.
106-x-190430_1711-002-001.wav,en,X,X
106-x-190430_1711-002-002.wav,en,X,X
106-x-190430_1711-002-003.wav,en,X,X
106-x-190430_1711-002-004.wav,en,X.,X.
106-x-190430_1711-002-005.wav,en,X,X
106-x-190430_1711-002-006.wav,en,X,X
106-x-190430_1711-002-007.wav,en,X,X
106-x-190430_1711-003-001.wav,en,Psh!,Psh!
106-x-190430_1711-003-002.wav,en,Psh!,Psh!
106-x-190430_1711-003-003.wav,en,X,X
106-x-190430_1711-003-004.wav,en,Psh!,Psh!
106-x-190430_1711-003-005.wav,en,Pfft!,Pfft!
106-x-190430_1711-003-006.wav,en,Psh!,Psh!
106-x-190430_1711-003-007.wav,en,X,X
106-x-190430_1711-004-001.wav,en,Pfft!,Pfft!
106-x-190430_1711-004-002.wav,en,K.,K.
106-x-190430_1711-004-003.wav,en,X.,X.
106-x-190430_1711-004-004.wav,en,Pfft!,Pfft!
106-x-190430_1711-004-005.wav,en,X,X
106-x-190430_1711-004-006.wav,en,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX
11-11_throat_gargle_water_quiet-200106_1550.wav,en,I'm going to go to the bathroom.,I'm going to go to the bathroom.
11-quick inhales_AH_gain@8+ws-190430_1434-001.wav,en,Thank you.,Thank you.
11-quick inhales_AH_gain@8+ws-190430_1434-002.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-003.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-004.wav,en,Ha!,Ha!
11-quick inhales_AH_gain@8+ws-190430_1434-005.wav,en,Huh.,Huh.
11-quick inhales_AH_gain@8+ws-190430_1434-006.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-007.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-008.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-009.wav,en,Huh.,Huh.
11-quick inhales_AH_gain@8+ws-190430_1434-010.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-011.wav,en,You,You
11-quick inhales_AH_gain@8+ws-190430_1434-012.wav,en,Huh.,Huh.
11-quick inhales_AH_gain@8+ws-190430_1434-013.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-014.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-015.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-016.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-017.wav,en,Huh!,Huh!
11-quick inhales_AH_gain@8+ws-190430_1434-018.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-019.wav,en,Huh?,Huh?
11-quick inhales_AH_gain@8+ws-190430_1434-020.wav,en,Huh.,Huh.
11-quick inhales_AH_gain@8+ws-190430_1434-021.wav,en,Huh?,Huh?
110-190430_1713-001-001.wav,en,Why?,Why?
110-190430_1713-001-002.wav,en,Why?,Why?
110-190430_1713-001-003.wav,en,Why?,Why?
110-190430_1713-001-004.wav,en,Why?,Why?
110-190430_1713-001-005.wav,en,Why?,Why?
110-190430_1713-001-006.wav,en,Why?,Why?
110-190430_1713-001-007.wav,en,Why?,Why?
110-190430_1713-001-008.wav,en,Why?,Why?
110-190430_1713-002-001.wav,en,Why?,Why?
110-190430_1713-002-002.wav,en,Why?,Why?
110-190430_1713-002-003.wav,en,Why?,Why?
110-190430_1713-002-004.wav,en,Why?,Why?
110-190430_1713-002-005.wav,en,Why?,Why?
110-190430_1713-003-001.wav,en,Why?,Why?
110-190430_1713-003-002.wav,ja,はい,はい
110-190430_1713-003-003.wav,en,Why?,Why?
110-190430_1713-003-004.wav,en,Bye!,Bye!
110-190430_1713-003-005.wav,ja,ほい,ほい
110-190430_1713-003-006.wav,ja,はい,はい
110-190430_1713-003-007.wav,en,Why?,Why?
113-190430_1714-001-001.wav,en,Z.,Z.
113-190430_1714-001-002.wav,en,Z,Z
113-190430_1714-001-003.wav,en,Z,Z
113-190430_1714-001-004.wav,en,Z,Z
113-190430_1714-001-005.wav,en,Z,Z
113-190430_1714-001-006.wav,en,Z,Z
113-190430_1714-001-007.wav,en,Z,Z
113-190430_1714-002-001.wav,en,Z,Z
113-190430_1714-002-002.wav,en,Z,Z
113-190430_1714-002-003.wav,en,Z,Z
113-190430_1714-002-004.wav,en,Z,Z
113-190430_1714-002-005.wav,en,Z,Z
113-190430_1714-002-006.wav,en,Z,Z
113-190430_1714-002-007.wav,en,Z,Z
113-190430_1714-003-001.wav,en,Huh?,Huh?
113-190430_1714-003-002.wav,en,Yes.,Yes.
113-190430_1714-003-003.wav,en,Mm.,Mm.
113-190430_1714-003-004.wav,en,Ehh!,Ehh!
113-190430_1714-003-005.wav,en,Ehh.,Ehh.
113-190430_1714-003-006.wav,en,Bzzzz.,Bzzzz.
113-190430_1714-003-007.wav,en,Hmm.,Hmm.
113-190430_1714-004-001.wav,en,Huh?,Huh?
113-190430_1714-004-002.wav,en,Hiss!,Hiss!
113-190430_1714-004-003.wav,en,Huh?,Huh?
113-190430_1714-004-004.wav,en,You,You
113-190430_1714-004-005.wav,en,This!,This!
113-190430_1714-004-006.wav,en,Huh?,Huh?
113-190430_1714-004-007.wav,en,Fuh!,Fuh!
113-190430_1714-004-008.wav,en,Ehh!,Ehh!
113-190430_1714-005-001.wav,en,Zzzzz.,Zzzzz.
113-190430_1714-005-002.wav,en,Ugh.,Ugh.
113-190430_1714-005-003.wav,en,Mm.,Mm.
113-190430_1714-005-004.wav,en,Hmm.,Hmm.
113-190430_1714-005-005.wav,en,Z.,Z.
113-190430_1714-005-006.wav,en,Z,Z
113-190430_1714-005-007.wav,en,Z.,Z.
117-whispered_text_gain@8-190430_1720-001.wav,en,you,you
117-whispered_text_gain@8-190430_1720-002.wav,en,Skin was split.,Skin was split.
117-whispered_text_gain@8-190430_1720-003.wav,en,You unite wires with flesh.,You unite wires with flesh.
117-whispered_text_gain@8-190430_1720-004.wav,en,with nerves.,with nerves.
117-whispered_text_gain@8-190430_1720-005.wav,en,Muscle and bone exposed.,Muscle and bone exposed.
117-whispered_text_gain@8-190430_1720-006.wav,en,My body sight.,My body sight.
117-whispered_text_gain@8-190430_1720-007.wav,en,Paleolithic knowledges.,Paleolithic knowledges.
117-whispered_text_gain@8-190430_1720-008.wav,en,Ecosystem of blood flesh bone and electricity.,Ecosystem of blood flesh bone and electricity.
117-whispered_text_gain@8-190430_1720-009.wav,en,Primitive firing of synapses.,Primitive firing of synapses.
117-whispered_text_gain@8-190430_1720-010.wav,en,Are we if not?,Are we if not?
117-whispered_text_gain@8-190430_1720-011.wav,en,Proof of entrance to the body.,Proof of entrance to the body.
117-whispered_text_gain@8-190430_1720-012.wav,en,The skin knits itself back together.,The skin knits itself back together.
117-whispered_text_gain@8-190430_1720-013.wav,en,Become the forcee of all things.,Become the forcee of all things.
117-whispered_text_gain@8-190430_1720-014.wav,en,Palms sculpting me unfamiliar.,Palms sculpting me unfamiliar.
117-whispered_text_gain@8-190430_1720-015.wav,en,flesh becomes clay.,flesh becomes clay.
117-whispered_text_gain@8-190430_1720-016.wav,en,My bones water my atoms liquify.,My bones water my atoms liquify.
117-whispered_text_gain@8-190430_1720-017.wav,en,If the body were not the soul.,If the body were not the soul.
117-whispered_text_gain@8-190430_1720-018.wav,en,bodies conceal themselves.,bodies conceal themselves.
117-whispered_text_gain@8-190430_1720-019.wav,en,As much as the soul.,As much as the soul.
117-whispered_text_gain@8-190430_1720-020.wav,en,If those who defile the living,If those who defile the living
117-whispered_text_gain@8-190430_1720-021.wav,en,and discorrupt them.,and discorrupt them.
117-whispered_text_gain@8-190430_1720-022.wav,en,"Till I go with them, respond to them.","Till I go with them, respond to them."
117-whispered_text_gain@8-190430_1720-023.wav,en,The charge of the soul.,The charge of the soul.
117-whispered_text_gain@8-190430_1720-024.wav,en,I sing the body electric.,I sing the body electric.
117-whispered_text_gain@8-190430_1720-025.wav,en,Those who corrupt their own bodies.,Those who corrupt their own bodies.
117-whispered_text_gain@8-190430_1720-026.wav,en,What is the soul?,What is the soul?
117-whispered_text_gain@8-190430_1720-027.wav,en,Thank you.,Thank you.
117-whispered_text_gain@8-190430_1720-028.wav,en,you,you
117-whispered_text_gain@8-190430_1720-029.wav,en,They who defile the dead.,They who defile the dead.
117-whispered_text_gain@8-190430_1720-030.wav,en,Thank you.,Thank you.
117-whispered_text_gain@8-190430_1720-031.wav,en,If the body does not,If the body does not
118-spoken_text_gain@7-190430_1723-001.wav,en,Skin was split.,Skin was split.
118-spoken_text_gain@7-190430_1723-002.wav,en,You unite wires with flesh.,You unite wires with flesh.
118-spoken_text_gain@7-190430_1723-003.wav,en,with nerves.,with nerves.
118-spoken_text_gain@7-190430_1723-004.wav,en,muscle and bone exposed.,muscle and bone exposed.
118-spoken_text_gain@7-190430_1723-005.wav,en,My body sight of,My body sight of
118-spoken_text_gain@7-190430_1723-006.wav,en,Paleolithic knowledges,Paleolithic knowledges
118-spoken_text_gain@7-190430_1723-007.wav,en,Ecosystem of blood.,Ecosystem of blood.
118-spoken_text_gain@7-190430_1723-008.wav,en,flesh bone and electricity.,flesh bone and electricity.
118-spoken_text_gain@7-190430_1723-009.wav,en,primitive firing of synapses.,primitive firing of synapses.
118-spoken_text_gain@7-190430_1723-010.wav,en,Are we if not?,Are we if not?
118-spoken_text_gain@7-190430_1723-011.wav,en,Are we if not?,Are we if not?
118-spoken_text_gain@7-190430_1723-012.wav,en,proof of entrance to the body.,proof of entrance to the body.
118-spoken_text_gain@7-190430_1723-013.wav,en,The skin knits itself back together.,The skin knits itself back together.
118-spoken_text_gain@7-190430_1723-014.wav,en,become the void of all things.,become the void of all things.
118-spoken_text_gain@7-190430_1723-015.wav,en,palms sculpting me unfamiliar.,palms sculpting me unfamiliar.
118-spoken_text_gain@7-190430_1723-016.wav,en,flesh becomes clay.,flesh becomes clay.
118-spoken_text_gain@7-190430_1723-017.wav,en,My bones water.,My bones water.
118-spoken_text_gain@7-190430_1723-018.wav,en,My atoms liquify,My atoms liquify.
118-spoken_text_gain@7-190430_1723-019.wav,en,if the body were not the soul.,if the body were not the soul.
118-spoken_text_gain@7-190430_1723-020.wav,en,bodies conceal themselves.,bodies conceal themselves.
118-spoken_text_gain@7-190430_1723-021.wav,en,as much as the soul.,as much as the soul.
118-spoken_text_gain@7-190430_1723-022.wav,en,if those who defile the living.,if those who defile the living.
118-spoken_text_gain@7-190430_1723-023.wav,en,and discorrupt them.,and discorrupt them.
118-spoken_text_gain@7-190430_1723-024.wav,en,Till I go with them respond to them.,Till I go with them respond to them.
118-spoken_text_gain@7-190430_1723-025.wav,en,the charge of the soul.,the charge of the soul.
118-spoken_text_gain@7-190430_1723-026.wav,en,I sing the body electric.,I sing the body electric.
118-spoken_text_gain@7-190430_1723-027.wav,en,those who corrupt their own bodies.,those who corrupt their own bodies.
118-spoken_text_gain@7-190430_1723-028.wav,en,What is the soul?,What is the soul?
118-spoken_text_gain@7-190430_1723-029.wav,en,They who defile the dead.,They who defile the dead.
118-spoken_text_gain@7-190430_1723-030.wav,en,if the body does not.,if the body does not.
119-text_consonants_gain@7-190430_1727-001.wav,en,Ssk.,Ssk.
119-text_consonants_gain@7-190430_1727-002.wav,en,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,Mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
119-text_consonants_gain@7-190430_1727-003.wav,fr,Ssple!,Ssple!
119-text_consonants_gain@7-190430_1727-004.wav,en,T.,T.
12-12_whimpering-200106_1551-001.wav,en,Ha ha!,Ha ha!
12-12_whimpering-200106_1551-002.wav,en,Ha ha ha!,Ha ha ha!
12-12_whimpering-200106_1551-003.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
12-12_whimpering-200106_1551-004.wav,en,Oh! Oh oh oh oh!,Oh! Oh oh oh oh!
12-12_whimpering-200106_1551-005.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
12-12_whimpering-200106_1551-006.wav,en,Ha ha!,Ha ha!
12-12_whimpering-200106_1551-007.wav,en,I'm so sorry.,I'm so sorry.
12-12_whimpering-200106_1551-008.wav,en,Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft!,Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft! Pfft!
12-12_whimpering-200106_1551-009.wav,en,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha,Ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
12-quick inhales_EH_gain@8+ws-190430_1436-001.wav,en,Huh?,Huh?
12-quick inhales_EH_gain@8+ws-190430_1436-002.wav,en,Huh?,Huh?
