File,Language,Transcription,Normalized Transcription
35-C_K_percussive_low range_gain@8-190430_1520-003-004.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-003-005.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-003-006.wav,en,K.,K.
35-C_K_percussive_low range_gain@8-190430_1520-003-007.wav,en,Pfft!,Pfft!
35-C_K_percussive_low range_gain@8-190430_1520-003-008.wav,en,Pfft!,Pfft!
38-D_spoken_gain@8-190430_1523-01-001.wav,en,D.,D.
38-D_spoken_gain@8-190430_1523-01-002.wav,en,D.,D.
38-D_spoken_gain@8-190430_1523-01-003.wav,en,D,D
38-D_spoken_gain@8-190430_1523-01-004.wav,en,D,D
38-D_spoken_gain@8-190430_1523-01-005.wav,en,D,D
38-D_spoken_gain@8-190430_1523-01-006.wav,en,D.,D.
38-D_spoken_gain@8-190430_1523-01-007.wav,en,D.,D.
39-D_percussive_ low range_gain@8-190430_1525-01-001-001.wav,fr,D'où ?,D'où ?
39-D_percussive_ low range_gain@8-190430_1525-01-001-002.wav,fr,Duh.,Duh.
39-D_percussive_ low range_gain@8-190430_1525-01-001-003.wav,ko,MBC 뉴스 김,MBC 뉴스 김
39-D_percussive_ low range_gain@8-190430_1525-01-001-004.wav,ru,Да.,Да.
39-D_percussive_ low range_gain@8-190430_1525-01-001-005.wav,fr,D'où ?,D'où ?
39-D_percussive_ low range_gain@8-190430_1525-01-001-006.wav,fr,D'où ?,D'où ?
39-D_percussive_ low range_gain@8-190430_1525-01-002-001.wav,en,Duh.,Duh.
39-D_percussive_ low range_gain@8-190430_1525-01-002-002.wav,hi,Да.,Да.
39-D_percussive_ low range_gain@8-190430_1525-01-002-003.wav,en,Duh.,Duh.
39-D_percussive_ low range_gain@8-190430_1525-01-002-004.wav,en,Yeah.,Yeah.
39-D_percussive_ low range_gain@8-190430_1525-01-002-005.wav,en,Yeah.,Yeah.
39-D_percussive_ low range_gain@8-190430_1525-01-002-006.wav,hi,तु.,तु.
39-D_percussive_ low range_gain@8-190430_1525-01-002-007.wav,ja,って,って
39-D_percussive_ low range_gain@8-190430_1525-01-003-001.wav,en,Tuh!,Tuh!
39-D_percussive_ low range_gain@8-190430_1525-01-003-002.wav,en,Duh!,Duh!
39-D_percussive_ low range_gain@8-190430_1525-01-003-003.wav,en,Tuh!,Tuh!
39-D_percussive_ low range_gain@8-190430_1525-01-003-004.wav,ja,と!,と!
39-D_percussive_ low range_gain@8-190430_1525-01-003-005.wav,en,Tuh!,Tuh!
39-D_percussive_ low range_gain@8-190430_1525-01-003-006.wav,en,Duh!,Duh!
39-D_percussive_ low range_gain@8-190430_1525-01-003-007.wav,en,Tuh!,Tuh!
39-vocal fry_siren-190516_2019-glued-001.wav,en,Oh...,Oh...
39-vocal fry_siren-190516_2019-glued-002.wav,en,Ah!,Ah!
40-vocal fry_siren_eh-190516_2020-glued-001.wav,en,I'm sorry.,I'm sorry.
40-vocal fry_siren_eh-190516_2020-glued-002.wav,en,Oh,Oh
41-vocal fry_siren_ee-190516_2021-glued.wav,en,I'm going to do it.,I'm going to do it.
42-E_spoken_gain@8-190430_1528-001-001.wav,ja,い,い
42-E_spoken_gain@8-190430_1528-001-002.wav,ja,い,い
42-E_spoken_gain@8-190430_1528-001-003.wav,ja,い,い
42-E_spoken_gain@8-190430_1528-001-004.wav,ja,い,い
42-E_spoken_gain@8-190430_1528-001-005.wav,pt,e.,e.
42-E_spoken_gain@8-190430_1528-002-001.wav,en,Eh?,Eh?
42-E_spoken_gain@8-190430_1528-002-002.wav,ko,에,에
42-E_spoken_gain@8-190430_1528-002-003.wav,en,Eh?,Eh?
42-E_spoken_gain@8-190430_1528-002-004.wav,en,Eh?,Eh?
42-E_spoken_gain@8-190430_1528-002-005.wav,en,Eh.,Eh.
42-E_spoken_gain@8-190430_1528-003-001.wav,ko,으,으
42-E_spoken_gain@8-190430_1528-003-002.wav,ja,うー,うー
42-E_spoken_gain@8-190430_1528-003-003.wav,en,Ehh.,Ehh.
42-E_spoken_gain@8-190430_1528-003-004.wav,ko,으,으
42-E_spoken_gain@8-190430_1528-003-005.wav,ja,うー,うー
42-E_spoken_gain@8-190430_1528-003-006.wav,ko,으,으
42-vocal fry_siren_oh-190516_2022-glued-001.wav,en,Oh,Oh
42-vocal fry_siren_oh-190516_2022-glued-002.wav,en,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
43-F_spoken_gain@8-190430_1529-001-001.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-002.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-003.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-004.wav,en,S,S
43-F_spoken_gain@8-190430_1529-001-005.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-006.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-007.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-008.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-009.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-010.wav,en,F,F
43-F_spoken_gain@8-190430_1529-001-011.wav,en,S,S
43-F_spoken_gain@8-190430_1529-002-001.wav,en,you,you
43-F_spoken_gain@8-190430_1529-002-002.wav,en,F.,F.
43-F_spoken_gain@8-190430_1529-002-003.wav,en,you,you
43-F_spoken_gain@8-190430_1529-002-004.wav,en,you,you
43-F_spoken_gain@8-190430_1529-002-005.wav,en,you,you
43-F_spoken_gain@8-190430_1529-002-006.wav,en,you,you
43-F_spoken_gain@8-190430_1529-002-007.wav,en,you,you
43-F_spoken_gain@8-190430_1529-003-001.wav,en,you,you
43-F_spoken_gain@8-190430_1529-003-002.wav,en,Thank you.,Thank you.
43-F_spoken_gain@8-190430_1529-003-003.wav,en,Thank you.,Thank you.
43-F_spoken_gain@8-190430_1529-003-004.wav,en,Thank you.,Thank you.
43-F_spoken_gain@8-190430_1529-003-005.wav,en,you,you
43-F_spoken_gain@8-190430_1529-003-006.wav,en,Fff.,Fff.
43-F_spoken_gain@8-190430_1529-003-007.wav,en,F.,F.
43-F_spoken_gain@8-190430_1529-004-001.wav,en,you,you
